"","score","text"
"1980",0,"mikemtk billionaire backer want new tax funnels middle class money wallstreet vi"
"1981",0,"las manos y barackobama elect nonverbal communication hand women"
"1982",0,"wikileak release email part"
"1983",-2,"trumpmypres breaking new email confirm commit jail time brutal chris"
"1984",0,"balleryna kriminelle usdemokraten um clintondebbiewassermanschultz verhindern helfen"
"1985",1,"lisamariebootheit certain look like hillaryclintona influence sale colorado michigan nevada"
"1986",0,"walid last night final debate confirm will push noflyzone syria mor"
"1987",0,"wikileak release email part"
"1988",0,"britain mean fart thatcher say uselection debate"
"1989",0,"wikileak release email part"
"1990",0," debatenight debate wakeupamerica draintheswamp november th will vote"
"1991",0,"teamtrumpco hillarydid sometone call chillaryclinton blackwomenvote latinos women millennial"
"1992",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"1993",0,"teamtrumpco let say sex w blackwomenvote latinos w"
"1994",0,"defendingtheusa even trialed denials send people cause violence rallies since expose proje"
"1995",1,"charlestersolo debatenight minute till boom"
"1996",0,"will vote november th elect debate debate decision garyjohnson jillstein"
"1997",0,"trumpmypres report veganvecoh debate caught cheering seanhannity amymek"
"1998",-1,"trumpmypres fact checkwhen lips move lie christichat"
"1999",0,"video hillarious share us nuclear response time whole world nuclearresponsetime"
"2000",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"2001",-2,"jshk isnt much better unfortunately berniesanders conspiracy dnc steal nomination worstcandida"
"2002",0,"hillarious elect politi"
"2003",0,"para los fan de branding"
"2004",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2005",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"2006",1,"trumpmypres talking keep toddlers safe gunsyet keep safe abort"
"2007",0,"hillarious elect politi"
"2008",-1,"mitchellreports scissors puppet"
"2009",-1," gentlemen erictrump danscavino loudobbs seanhannity click fed law broke secstate ht"
"2010",0,"gypsydragup sold payforplay tgowdysc azgop fox nbcdfw"
"2011",0,"thereallukevans god go shes annihilating debate"
"2012",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2013",0,"come everyone campaign except healthproblems elect"
"2014",0,"redpepperug vows accept elect result defeat crook trumpboo"
"2015",0,"strongertogether pennsylvania california judge"
"2016",0,"izzieadams usa ingodwetrust americafirst clintonfoundation trumptrain"
"2017",0,"realscotternst hillaryclintona role model young women lenadunham sarahsilverman mileycyrus"
"2018",0,"actnow wikileak clintonemails email hillarious elect jillnothill"
"2019",0,"wikileak release email part"
"2020",0,"sold payforplay tgowdysc azgop fox nbcdfw"
"2021",1,"michaeljohns chance stand women right arab world turn back exchange person"
"2022",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"2023",0,"beingkimmietoo twitterpoll call woman song came mind first debate"
"2024",0,"release email part gypsydragup"
"2025",0,"teamtrumpco hillarious blacktwitter blackwomenvote latinos women millennial millennialsvsgenx"
"2026",0,"release email part psig"
"2027",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2028",0,"teamtrumpco let say sex w blackwomenvote latinos w"
"2029",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2030",-3,"patriotusab trumpbookreport steal lie cheat take money gov throw gay buildings lau"
"2031",0," fed statute prove commit crimes profit deal made sec state h"
"2032",0,"debate"
"2033",-1,"tjrocks hate waronwomen debate trumpwon thursdaythoughts youcanthandlethetruth imwithhim wiki"
"2034",-2,"guardian talking direct whole agree vilehillaryclinton liar corrupt"
"2035",-2,"trumpmypres debate factcheck wrong late term abort outnumbered christ"
"2036",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2037",0,"wikileak release email part"
"2038",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"2039",-2," moderate fail expose hillaryclintona crimes debate federal payforplay law hrc broke ht"
"2040",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2041",0,""
"2042",0,"wikileak release email part"
"2043",1,"joecostello world think entire bush families support hillaryclintona bid whitehouse today"
"2044",-1,"wakeupamerica everything ever done turn disaster complete d"
"2045",0,"mosalahshoor electionhumor elect smshow frangeladuo"
"2046",0,"wikileak release email part"
"2047",1,"tazalaz love hillyes"
"2048",0,"bannerite im nastywoman vote"
"2049",-1,"wakeupamerica im concern action action may say debatenight"
"2050",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"2051",0,"trumpmypres christichat pjstrikeforce allenwest missie hanni"
"2052",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2053",0,"play inquizie create celeb competition u want goto"
"2054",0,"iowatrump debatenight third round trumpbookreport riggedelection"
"2055",0,"msteinlin weg mit dieser kriegstreiberin stop srfdok"
"2056",2,"bennydiego hillarious calm poised knowledge presidential exploded debatenight"
"2057",0,"wikileak release email part"
"2058",-1,"elect debateheadache debate fail usa hillarious getinthesea"
"2059",-2,"five outraged lie last debate"
"2060",0,"wikileak release email part"
"2061",1,"westshorevoice speech last night shine moment whove work long hard politi trenches re women"
"2062",0,"las manos y barackobama elect nonverbal communication hand women"
"2063",0,"wikileak release email part"
"2064",-1,"debsellsslc billion miss fromstatedeptunderhillaryclinton goamerica want knowvote"
"2065",-2,"moderate fail expose hillaryclintona crimes debate federal payforplay law hrc broke"
"2066",-1,"healthranger hey whatever thought run countries like run criminal corrupt lif"
"2067",-1,"representpledge hillaryclintona debate answer abort need women politi askaboutabo"
"2068",0,"tsfnetworks maybe email wouldnt hacked use govern secured server rather pri"
"2069",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2070",0,"wikileak release email part"
"2071",0,"vote earlier today dont let happen"
"2072",-3,"red lipstick stuck teeth flag pin ever lie cheat oh yeah shes exact want potus"
"2073",0,"release email part donmckenzie"
"2074",2,"waynedupreeshow claim support gay right accept million dollars countries execute"
"2075",0,"izzieadams usa ingodwetrust americafirst clintonfoundation trumptrain"
"2076",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"2077",-1,"twright treat people disagree"
"2078",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2079",0,"wikileak release email part"
"2080",0,"wikileak release email part"
"2081",1,"donaldtrumphillaryclintondebatesdebates campaign management say fivepoint plan defeat islam isis usa"
"2082",0,"debatenight factcheck debate postdebate"
"2083",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"2084",1,"trumpmypres wikileak moroccan king promise million dollars meet outnumbered"
"2085",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2086",1,"simplymarcoo chriswallace debatenight debate debate won final debate im hillarycli"
"2087",-1,"linquel youre puppet donald yourethepuppet debate hillarious"
"2088",0,"trumpmypres christichat pjstrikeforce allenwest missie hanni"
"2089",0,"jesseg hillarious hillaryshealth hillarysbodydouble seizure trumpwon"
"2090",2,"dvatw love smile debatenight"
"2091",0,"debate debate donaldjtrump trumppence trumppence elect potus"
"2092",0,"release email part realmarekfe"
"2093",1," call woman thank much p ctl tntweeters unit"
"2094",0,"cassidygard first topic debatenight constitutionhillaryclinton talking itdonaldtrump turn first words"
"2095",0,"iowatrump debatenight third round trumpbookreport riggedelection"
"2096",0," debatenight debate wakeupamerica draintheswamp november th will vote"
"2097",0,"politweecs point az poll interview nearly twice manipo democrat republican"
"2098",0,"wikileak release email part"
"2099",0,"vickybrush gave away another usa secret debate time world pls vote hillar"
"2100",0,"call action call elect congressman senate crimes matter clintonfoundation"
"2101",0," debatenight debate wakeupamerica draintheswamp november th will vote"
"2102",0,"release email part new email lessgovnow"
"2103",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2104",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"2105",0,"dailypollsx will vote presidencial retweet poll dailypoll debatenight elect"
"2106",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2107",0,"yaaaaaaas bish shadylipz"
"2108",0,"wikileak release email part"
"2109",-3,"onlinemagazin patricia smith blame death son benghazi told mom go die t"
"2110",-1,"made hillaryclintona defense abort right unusual factsvsfiction womensrights"
"2111",0,"release email part jayizzo"
"2112",0,"politikstube balaphone dragon feast"
"2113",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"2114",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2115",0," debatenight debate wakeupamerica draintheswamp november th will vote"
"2116",-1,"lucidhurricane gunsense idiots will usa"
"2117",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres nevertrump"
"2118",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres nevertrump"
"2119",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2120",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres nevertrump"
"2121",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"2122",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2123",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2124",0,"strongertogether pennsylvania california clintonbodycount"
"2125",0,"bannerite im nastywoman vote"
"2126",0,"nastywoman s place white house"
"2127",0,"wikileak release email part"
"2128",0,"instead factcheck realitycheck elect biglygate"
"2129",0,"make make make im janetjackson"
"2130",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2131",-1," im far concern action may say"
"2132",0,"wikileak release email part"
"2133",0,"grrrgraphics say govern business make person decision yet want govern involved"
"2134",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"2135",0,"lasvegassun take drive north east veganvecoh dare people left behind"
"2136",0,"elmostrador video vida eeuu los momento más tensos del último debate presidencial entre y"
"2137",0,"politweecs wasnt answer question read prepared answer"
"2138",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2139",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2140",0,"wikileak release email part"
"2141",0,"wikileak release email part"
"2142",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2143",-3,"teamtrumpco outlets laraza judge wife link nastywoman reveal fake racism attack woman millennial"
"2144",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2145",-3,"dont doubt hillaryclintona judgement doubt republican will ever learn mistake debate gop"
"2146",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres nevertrump"
"2147",-1,"healthranger hey whatever thought run countries like run criminal corrupt lif"
"2148",0,"therebeltv please debate tcot therebeltv"
"2149",0,"release email part wikileak"
"2150",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres nevertrump"
"2151",0,"omaryargelia saludando don vicente fernandez"
"2152",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2153",1,"michelleobama us men thank trumpsexism menagainsttrump badhombres"
"2154",0,"votetrumppence makeamericasafeagain makeamericagreatagain nbc cbs hillaryclintonemails"
"2155",0,"taramay wikileak release email part podest"
"2156",0,"average joe seanhannity literally put handcuffs"
"2157",0,"wikileak release email part"
