"score","text"
-1,"peterdaou presiden obama scorches republican year toxic polit"
1,"a law let make clear world want presiden retweet"
-1,"kill"
0,"shakestweetz read one thing write elect make"
-2,"almost thousand articles ifiwin elect corrupt liberal media full panic mode"
1,"a law let make clear world want presiden retweet"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
1,"nbcnews mikepence right run hide dumptrump"
1,"a law let make clear world want presiden retweet"
0,"allenclifton now claim fox news triangles rig debate serious"
0,"NA"
1,"a law let make clear world want presiden retweet"
0,"mikepence rallies abq elect dailylobo"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
0,"zestypolitics isnt algore"
-3,"say hell accept result uselection win err surprise hes spoilt brat fascist"
2,"bloomberg win paul ryan win paul ryan"
1,"may final realize thank god"
1,"a law let make clear world want presiden retweet"
-2,"cbnnews warned elect may rig claim may farfetched"
0,"bettemidler sez im replied youre damn right im"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
2,"nikshmatko win directly white house please repost thank friend maga"
-1,"peterdaou new video star little rascals women"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0," alsmithdinner im glad threw shade disdain catholic"
1,"a law let make clear world want presiden retweet"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"etcanada walked interview question racist sexist comment"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
2,"nikshmatko win directly white house please repost thank friend maga"
0,"trumppence elect debate "
-1,"perezhilton markcuban say triangles creep female friend"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-1,"peterdaou new video star little rascals women"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
2,"nikshmatko win directly white house please repost thank friend maga"
-2,"silence leadership undermines electoral process unacceptable"
2,"nikshmatko win directly white house please repost thank friend maga"
0," alsmithdinner im glad threw shade disdain catholic"
1,"hmmmmm sound like sound familiar just cant quit put finger oh wait sound"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
1,"vetsfordonald say erictrump behalf entire familiar honor vote let"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-1,"peterdaou new video star little rascals women"
0,"cant stand voice total look like fool alsmithdinner"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-1,"heres another woman level accusations us"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
0,"timmydavidnyc ill keep suspense"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
0,"call woman women everywhere unite via yahoostyle"
-1,"balleralert admits plagiarizer yall just hater"
-1,"movietvtechgeek true false claim rd debate movietvtechgeek"
1,"retweet ban wahhabism banwahhabism donaldtrumpdriven campaign manage say plan defeat islam"
-1,"trumpaboard comment rig elect undermines democracia obama"
2,"nikshmatko win directly white house please repost thank friend maga"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
0,"shakestweetz read one thing write elect make"
-2,"banwahhabism islam problem vile ideology wahhabism salafism know jack s"
-1,"washtimes campaign univision teamed trash wikileaks emails reveal"
-1,"peterdaou new video star little rascals women"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
-1,"republican stupid according marcorubio tedcruz"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
0,"gov garyjohnson press release re debate statement accept outcome presidential elect"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
0,"fair think woman puppet triangles stick hand trevornoah gotnostrings"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
-1,"sent absentee ballot probably wont count see vote still sent draintheswamp"
1,"go win elect dont look surprise happen"
-1,"peterdaou presiden obama scorches republican year toxic polit"
0,"fraynelson es triste sea lo mejor pudo producir el sistema politico norteamericano para enfrentar una abortista"
0," alsmithdinner im glad threw shade disdain catholic"
0,""
-1,"epitomizes term douchebag serious trumpaboard pic next defintion"
0,"waburnet voxdotcom doesnt understand women bodies level feel "
1,"a law let make clear world want presiden retweet"
0,"inside underground hideout islam state leader"
1,"a law let make clear world want presiden retweet"
0,"lanayalewis said african american education job shout alma matter nsu employed"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"moment realize aj want helicopter pilot haha"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"a law let make clear world want presiden retweet"
-1,"peterdaou new video star little rascals women"
0,"vicitrue yes heard u trumprally trumptrain trumpteam magax votetrump"
-1,"thats stamina statue cnn presiden roast joke dinner"
1,"a law let make clear world want presiden retweet"
0,"a law evidence since beginning rallies debate poll total landslide debate"
-1,"etcanada walked interview question racist sexist comment"
0,"billslater roast oct alsmithdinner yuge maga"
1,"a law let make clear world want presiden retweet"
